PUID,ACCENUMB,CROPNAME,COLLMISSID,COLLNAME,COLLCODE,COLLINSTADDRESS,GENUS,SPECIES,SPAUTHOR,SUBTAXA,SUBTAUTHOR,ACQDATE,ORIGCTY,COLLSITE,DECLATITUDE,DECLONGITUDE,ELEVATION,COLLDATE,ACCENAME,SAMPSTAT,ANCEST,COLSRC,DONORNAME,DUPLINSTNAME,MLSSTAT
10.18730/6CZRB,25712,Barley,IND23,USDA;USDA-BPI,,Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,IND,"Himachal Pradesh, Himachal Pradesh Union Territory, Kullu District, From river valey NE of Simla",32.1167,77.2333,1738,6/7/1923,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6CZTD,25714,Barley,NULL,USDA-BPI,,Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,EGY,"Al Minya, Al Minya Governorate, , Shousha; Markaz Samolut",28.3,30.65,NULL,5/5/1923,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D0D*,25733,Barley,NULL,C-144,,"FortCollins  80523 Colorado, U.S.A. U.S.A USA",Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,RUS,"Primor'ye, Primor'ye Territory, Ussuriyskiy rayon District, Nicolsk-Ussurijsk",43.8167,131.967,NULL,,VOZDVIZHENKO,300,NULL,NULL,USDA,SGSV,1
10.18730/6D0F$,25735,Barley,NULL,C-144,,"FortCollins  80523 Colorado, U.S.A. U.S.A USA",Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,RUS,"Primor'ye, Primor'ye Territory, Ussuriyskiy rayon District, Nicolsk-Ussurijsk",43.8167,131.967,NULL,,;Ivanovka,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D0R6,25745,Barley,ESP23,USDA-BPI,,Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,ESP,"Castilla la Mancha, Castilla-La Mancha Autonomous Community, Toledo Province, Market in Yuncos",40.0922,-3.87361,NULL,9/1/1923,,300,NULL,30,USDA,GRS-LBN;INRA-MAR;SGSV,1
10.18730/6D1CT,25765,Barley,NULL,USDA-BPI,,Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,EGY,"Al Minya, Al Minya Governorate, , Minieh",28.0833,30.75,NULL,5/4/1923,,300,selection from PI 57628,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D1J*,25771,Barley,NULL,USDA-BPI,,Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,EGY,"Al Minya, Al Minya Governorate, , Minieh",28.0833,30.75,NULL,5/4/1923,;Hank,300,selection from PI 57628,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D1N=,25774,Barley,NULL,USDA-BPI,,Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,EGY,"Al Minya, Al Minya Governorate, , Minieh",28.0833,30.75,NULL,5/4/1923,,300,selection from PI 57628,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D1S2,25778,Barley,NULL,USDA-BPI,,Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1977,EGY,"Marsa Matruh, Matruh Governorate, , Sidi Shaher Roho",31.5167,25.1667,NULL,5/7/1923,;Roho,300,selection from PI 57613,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D23C,25788,Barley,NULL,USDA-BPI,,Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,EGY,"Marsa Matruh, Matruh Governorate, , Sidi Shaher Roho",31.5167,25.1667,NULL,5/7/1923,,300,selection from PI 57631,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D25E,25790,Barley,NULL,USDA-BPI,,Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,EGY,"Marsa Matruh, Matruh Governorate, , Sidi Shaher Roho",31.5167,25.1667,NULL,5/7/1923,,300,selection from PI 57632,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D2T=,25811,Barley,NULL,USDA-BPI,,Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,EGY,"Marsa Matruh, Matruh Governorate, , Burg el Arab",30.9167,29.5333,NULL,5/7/1923,;Burgarab,300,selection from PI 57639,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D326,25819,Barley,NULL,USDA-BPI,,Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,EGY,"Marsa Matruh, Matruh Governorate, , Behig",30.9333,29.5833,NULL,5/7/1923,,300,selection from PI 57642,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D3NS,25838,Barley,NULL,USDA-BPI,,Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,EGY,"Alexandria, Al Iskandariyah Governorate, , Amirya",31.0167,29.8,NULL,5/8/1923,;Aim,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D3TY,25843,Barley,NULL,USDA-BPI,,Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1977,EGY,"Alexandria, Al Iskandariyah Governorate, , Amria",31.0167,29.8,NULL,5/8/1923,,300,selection from PI 57650,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D3W*,25845,Barley,NULL,USDA-BPI,,Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,EGY,"Alexandria, Al Iskandariyah Governorate, , Amria",31.0167,29.8,NULL,5/8/1923,,300,selection from PI 57627,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D3Y$,25847,Barley,NULL,USDA-BPI,,Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,EGY,"Al Daqahliyah, Ash Sharqiyah Governorate, , Shershema; Markaz of Hehia",30.6667,31.6,NULL,5/14/1923,,300,selection from PI 57750,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D443,25853,Barley,NULL,USDA-BPI,,Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,EGY,"Al Daqahliyah, Ash Sharqiyah Governorate, , Shershema; Markaz of Hehia",30.6667,31.6,NULL,5/14/1923,,300,selection from PI 57750,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D4A9,25859,Barley,NULL,USDA-BPI,,Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,EGY,"Al Daqahliyah, Ash Sharqiyah Governorate, , Markaz of Kop Lahr",30.8,31.8,NULL,5/14/1923,,300,selection from PI 57752,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D4ED,25863,Barley,NULL,USDA-BPI,,Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,EGY,"Al Daqahliyah, Ash Sharqiyah Governorate, , Markaz of Kop Lahr",30.8,31.8,NULL,5/14/1923,,300,selection from PI 57752,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D4KJ,25868,Barley,NULL,VIR,RUS001,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1977,GEO,"T'bilisi, Tbilisi Independent City, Tbilisi City, Tiflis; Caucasus",41.7167,44.7833,NULL,,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D4PN,25871,Barley,NULL,VIR,RUS001,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,RUS,"Kaluga, Kaluga Region, , ",54.5333,36.2833,NULL,,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D4VT,25876,Barley,NULL,VIR,RUS001,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,RUS,"Rostov, Rostov Region, Aksayskiy rayon District, Province of Don (Rostov am don)",47.2333,39.7167,NULL,,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D4XW,25878,Barley,NULL,USDA-AF,,Arlington   USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,USA,"Virginia, Virginia State, , ",37.5333,-77.45,NULL,,;Alaska,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D54=,25885,Barley,AFG24,VIR,RUS001,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,AFG,"Faryab, Faryab Province, Qaysar, Rabat Chechaktu",35.7167,64.1,1030,8/14/1924,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D55U,25886,Barley,AFG24,VIR,RUS001,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1977,AFG,"Bamiyan, Samangan Province, Royi Du Ab, Rabat Ru'I h=2200m",35.5333,67.8,2200,9/9/1924,;Sjalmy,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D582,25889,Barley,AFG24,VIR,RUS001,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,AFG,"Takhar, Takhar Province, Taluqan, near Talikhan (Khanjan)",36.7333,69.55,915,10/7/1924,;Abi-Jou,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D5GA,25897,Barley,AFG24,VIR,RUS001,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1977,AFG,"Badakhshan, Badakhshan Province, Fayz abad, Duab",36.8333,70.5167,NULL,7/1/1924,;DUAB,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D5HB,25898,Barley,AFG24,VIR,RUS001,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1977,AFG,"Samangan, Samangan Province, Khuram Wa Sarbagh, kishlak Khuram",35.8833,67.965,1635,11/1/1924,;Jou Abi,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D5JC,25899,Barley,AFG24,VIR,RUS001,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,AFG,"Balkh, Balkh Province, Mazar-i-Sharif, Mazar-i-Sharif",36.7,67.1,380,11/8/1924,;MASAR,300,NULL,NULL,USDA,GRS-LBN;INRA-MAR;SGSV,1
10.18730/6D5ME,25901,Barley,AFG24,VIR,RUS001,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,AFG,"Laghman, Nuristan Province, Mandol, Prouse (Parum)",35.3333,70.15,2900,10/20/1924,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D5YR,25911,Barley,AFG24,VIR,RUS001,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1977,AFG,"Herat, Hirat Province, Kushki Kuhna, 12.8 km from DzÕstan",34.6833,62.9167,NULL,8/9/1924,,300,NULL,NULL,USDA,SGSV,1
10.18730/6D5ZS,25912,Barley,AFG24,VIR,RUS001,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,AFG,"Faryab, Faryab Province, Qaysar, Rabat Chechaktu",35.7167,64.1,1030,8/14/1924,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D63X,25916,Barley,AFG24,VIR,RUS001,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1977,AFG,"Bamian, Bamyan Province, Bamyan City, on way to Ak-Ribat; south side of pass",34.9167,67.5,3210,9/7/1924,;Ljalmy,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D6B0,25924,Barley,AFG24,VIR,RUS001,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,AFG,"Bamian, Bamyan Province, Yakawlang, near pass after Rabat Zart-Seng; trampled by cattle",34.65,67.1667,3200,8/21/1924,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D6C1,25925,Barley,AFG24,VIR,RUS001,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,AFG,"Vardak, Wardak Province, Daymirdad, kishlak near rabat Sar Qowl",34.4167,68.3,NULL,7/1/1924,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D6E3,25927,Barley,CHN25,USDA-BPI,,Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,CHN,"Liaoning, Liaoning Province, Shenyang Prefecture City, Mukden; Manchuria",41.8,123.45,NULL,4/10/1925,;Feng Tien hei ta mai,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D6K8,25932,Barley,CHN25,USDA-BPI,,Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,CHN,"Beijing, Beijing Municipality, Beijing Municipality, Niulanshan",40.2,116.633,NULL,3/26/1925,;Wang Ta Mai,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D6YK,25943,Barley,ETH23,USDA-BPI,,Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,ETH,"Shewa, Oromia Administrative State, East Shewa Zone, Modjo",8.6,39.1167,NULL,11/1/1923,,300,selection from PI 58792,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D70N,25945,Barley,ETH23,USDA-BPI,,Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,ETH,"Shewa, Oromia Administrative State, East Shewa Zone, Modjo",8.6,39.1167,NULL,11/1/1923,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D71P,25946,Barley,NULL,C-399,,Chengtu   CHN,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1977,CHN,"Jiangsu, Jiangsu Province, Nanjing Prefecture City, Nanking (Nanjing)",32.05,118.767,NULL,,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D72Q,25947,Barley,NULL,C-399,,Chengtu   CHN,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1977,CHN,"Shanxi, Shanxi Province, Xinzhou Prefecture City, Tai Hisn",39.1333,112.983,NULL,,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D74S,25949,Barley,NULL,C-399,,Chengtu   CHN,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,CHN,"Sichuan, Sichuan Province, Mianyang Prefecture City, Santai; a 6-days journey from Chengtu",31.1333,105.05,NULL,,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D77W,25952,Barley,NULL,C-399,,Chengtu   CHN,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,CHN,"Sichuan, Sichuan Province, Bazhong Prefecture City, Pachong; 6-days journey from Chengtu",31.8667,106.75,NULL,,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D79Y,25954,Barley,NULL,USDA-BPI,,Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,CHN,"Sichuan, Sichuan Province, Chengdu Prefecture City, northeast road from Chengtu",30.75,103.967,NULL,1/1/1924,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D7D$,25958,Barley,NULL,C-399,,Chengtu   CHN,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,CHN,"Sichuan, Sichuan Province, Chengdu Prefecture City, 1-day journey from Chengtu",30.6833,104.067,NULL,,,300,NULL,NULL,USDA,SGSV,1
10.18730/6D7FU,25960,Barley,NULL,C-399,,Chengtu   CHN,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,CHN,"Guangdong, Guangdong Province, Guangzhou Prefecture City, Peyhsieu; near Canton",23.1167,113.25,NULL,,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D7S9,25970,Barley,CHN25,USDA-BPI,,Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,CHN,"Heilongjiang, Heilongjiang Province, Harbin Prefecture City, From Agric. Exp. Station; Harbin",45.7333,126.6,NULL,11/21/1925,;San toku No. 13,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D7WC,25973,Barley,CHN26,;USDA-BPI,,   CHN;Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,CHN,"Jilin, Jilin Province, Siping Prefecture City, From Kungchuling Agric. Exp. Station",43.5,124.817,NULL,4/9/1905,;Feng tien hei,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6D8DX,25990,Barley,NULL,GANDJA,,Gandja   AZE,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,AZE,"Agdam, Goranboy District, , (From Central Transcaucasian Agric. Plant Breeding & Exp. Station; Gandja)",40.59,46.561,NULL,4/9/1905,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6DA5B,26046,Barley,CHN26,;USDA-BPI,,   CHN;Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1977,CHN,"Jilin, Jilin Province, Changchun Prefecture City, Mushihhe",44.2167,126.083,NULL,9/1/1926,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6DAAG,26051,Barley,CHN26,;USDA-BPI,,   CHN;Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,CHN,"Jilin, Jilin Province, Changchun Prefecture City, Chichachae",43.8833,125.317,NULL,9/9/1926,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6DACJ,26053,Barley,CHN26,;USDA-BPI,,   CHN;Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,CHN,"Jilin, Jilin Province, Liaoyuan Prefecture City, Lunghsingtsun elevation between 304 - 608 m",42.85,125.033,NULL,9/1/1926,;Mandor,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6DAGP,26057,Barley,CHN26,;USDA-BPI,,   CHN;Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,CHN,"Jilin, Jilin Province, Siping Prefecture City, Hsiao-ch'eng-tzu (Xiaochengzi)",43.6667,124.5,NULL,9/17/1926,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6DANV,26062,Barley,CHN26,;USDA-BPI,,   CHN;Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,CHN,"Jilin, Jilin Province, Changchun Prefecture City, Manchuria; Yengching",44.15,125.883,NULL,9/1/1926,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6DAX=,26070,Barley,CHN26,;USDA-BPI,,   CHN;Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,CHN,"Heilongjiang, Heilongjiang Province, Mudanjiang Prefecture City, Tung-ching-cheng (Dongjingcheng)",44.1167,129.217,NULL,9/1/1926,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6DAYU,26071,Barley,CHN26,;USDA-BPI,,   CHN;Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,CHN,"Heilongjiang, Heilongjiang Province, Suihua Prefecture City, Mangnaichen",48,128,NULL,9/1/1926,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6DB01,26073,Barley,CHN26,;USDA-BPI,,   CHN;Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,CHN,"Jilin, Jilin Province, Changchun Prefecture City, Changshanpei",43.7333,125.3,NULL,9/1/1926,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6DBST,26098,Barley,NULL,C-449,,Lincol   USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,USA,"Nebraska, Nebraska State, , ",41.5,-100,NULL,,;SIX-ROW COMMON,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6DCFB,26120,Barley,CHN26,;USDA-BPI,,   CHN;Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1977,CHN,"Heilongjiang, Heilongjiang Province, Harbin Prefecture City, Experimental field; Chinese Eastern Railway; Manchuria",45.75,126.65,NULL,4/9/1905,;Chiehlimak,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6DCSN,26130,Barley,CHN26,;USDA-BPI,,   CHN;Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,CHN,"Heilongjiang, Heilongjiang Province, Harbin Prefecture City, Shenchiawopu",46.1167,126.65,NULL,9/4/1926,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6DCWR,26133,Barley,CHN26,;USDA-BPI,,   CHN;Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,CHN,"Heilongjiang, Heilongjiang Province, Qiqihar Prefecture City, Keshan",48.0333,125.867,NULL,9/1/1926,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6DDG7,26154,Barley,CHN26,;USDA-BPI,,   CHN;Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,CHN,"Heilongjiang, Heilongjiang Province, Yichun Prefecture City, Chaoyangchen ""Chaoyang""",48.8833,130.367,NULL,9/1/1926,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6DDWK,26166,Barley,CHN26,;USDA-BPI,,   CHN;Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,CHN,"Heilongjiang, Heilongjiang Province, Shuangyashan Prefecture City, Sandaogang",46.7,131.8,NULL,9/1/1926,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6DEP8,26192,Barley,CHN26,;USDA-BPI,,   CHN;Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,CHN,"Heilongjiang, Heilongjiang Province, Harbin Prefecture City, Binzhuho",45.7333,127.45,NULL,9/1/1926,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6DEYG,26200,Barley,CHN26,;USDA-BPI,,   CHN;Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,CHN,"Jilin, Jilin Province, Tonghua Prefecture City, Heitingtzu",42.85,125.817,NULL,9/1/1926,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6DFBX,26213,Barley,CHN26,;USDA-BPI,,   CHN;Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,CHN,"Heilongjiang, Heilongjiang Province, Yichun Prefecture City, Shuangho ""Shuanghedagang""",48.75,129.867,NULL,9/1/1926,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6DFG$,26218,Barley,NULL,USDA-BPI,,Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,CHN,"Anhui, Anhui Province, Hefei Prefecture City, Luchowfu (Hefei)",31.8639,117.281,NULL,1/1/1926,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6DFR5,26226,Barley,CHN26,;USDA-BPI,,   CHN;Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,CHN,"Manchuria, Heilongjiang Province, Harbin Prefecture City, Nahhuang; near Sangsing; Manchuria",46.3,129.583,NULL,4/9/1905,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6DFV8,26229,Barley,CHN26,;USDA-BPI,,   CHN;Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,CHN,"Manchuria, Jilin Province, Songyuan Prefecture City, Singmingsiang; Manchuria",45,125,NULL,4/9/1905,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6DG2F,26236,Barley,CHN26,;USDA-BPI,,   CHN;Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,CHN,"Manchuria, Jilin Province, Songyuan Prefecture City, Manchuria",45,125,NULL,9/1/1926,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6DH6E,26272,Barley,NULL,C-55,,Baghdad   IRQ,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1977,IRQ,"Baghdad, Baghdad Province, Adhamiya, Rustam",33.2833,44.5167,NULL,,,300,NULL,NULL,USDA,GRS-LBN;INRA-MAR;SGSV,1
10.18730/6DHT$,26292,Barley,NULL,DERBENT,RUS043,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,AZE,"Nakhichevan, Bab?k District, , Transcaucasia; Nakhichevan ASSR",39.25,45.5,NULL,,;Derbent,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6DHY1,26296,Barley,NULL,DERBENT,RUS043,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,RUS,"Kabardino-Balkaria, Kabardin-Balkar Republic, Chegemskiy rayon District, Little Kabarda; Tambovsky farm",43.5,43.7167,NULL,,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6DJ36,26301,Barley,NULL,DERBENT,RUS043,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,RUS,"Dagestan, Dagestan Republic, , ",42.1333,47.1,NULL,,,300,NULL,NULL,USDA,GRS-LBN;INRA-MAR;SGSV,1
10.18730/6DJFJ,26313,Barley,NULL,SAC,GBR213,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1977,GBR,"Scotland, Scotland Kingdom, , ",55.8833,-4.31667,NULL,,;Danish Brewers Favorite,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6DJTX,26324,Barley,NULL,USDA-BPI,,Beltsville Maryland  USA,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,JPN,"Yamaguchi-Ken, Aomori Prefecture, , valley on a trail between Shoji and Kofu",35.5,138.5,NULL,6/28/1929,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6DK42,26334,Barley,NULL,COWRA,AUS011,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,AUS,"New South Wales, New South Wales State, , ",-32.8333,150.133,NULL,,;Cape,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6DKSQ,26355,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1977,CAN,"Ontario, Ontario Province, Ottawa-Carleton Division, (From Central Exp. Farm; Ottawa)",45.4333,-75.6167,NULL,,;English,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6DM1Z,26363,Barley,NULL,UNANKING,,Nanking   CHN,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,CHN,"Jiangsu, Jiangsu Province, Taizhou Prefecture City, Nanhsuchow",33,120,NULL,,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
10.18730/6DM3~,26365,Barley,NULL,UNANKING,,Nanking   CHN,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1977,CHN,"Jiangsu, Jiangsu Province, Taizhou Prefecture City, Nanhsuchow",33,120,NULL,,,300,NULL,NULL,USDA,INRA-MAR;SGSV,1
